h=0.005,t=5seconds
Time, Kinetic Energy, Potential Energy, Total Energy,q1,q2,q3,q4,q5,q6,q7,q1d,q2d,q3d,q4d,q5d,q6d,q7d
0.050000,1.100006,39.025502,40.125508,-0.000505788,0.0303006,0.00645408,-0.0337489,-0.0076628,0.00432092,0.00134078,-0.0193603,1.34106,0.285643,-1.483,-0.332882,0.178438,0.0548841,
0.055000,1.329721,38.795784,40.125504,-0.000604594,0.037372,0.00795983,-0.0415566,-0.0094105,0.00524716,0.0016251,-0.0199321,1.48704,0.316449,-1.63866,-0.365428,0.190872,0.0584366,
0.060000,1.580761,38.544740,40.125500,-0.000705094,0.0451709,0.00961853,-0.0501352,-0.011317,0.00622947,0.0019251,-0.0200169,1.63195,0.346762,-1.79114,-0.396245,0.200682,0.0610933,
0.065000,1.852954,38.272541,40.125496,-0.000804751,0.0536915,0.0114274,-0.0594677,-0.0133728,0.00725381,0.00223598,-0.0195762,1.77566,0.376445,-1.93998,-0.425017,0.207478,0.0627245,
0.070000,2.146106,37.979384,40.125491,-0.000900847,0.0629274,0.0133829,-0.0695348,-0.015567,0.00830409,0.00255229,-0.0185771,1.91799,0.405349,-2.08471,-0.451406,0.210845,0.0631929,
0.075000,2.459997,37.665489,40.125485,-0.000990516,0.0728713,0.0154808,-0.0803146,-0.0178868,0.00936209,0.00286785,-0.0169931,2.05878,0.433309,-2.22481,-0.47505,0.210343,0.0623549,
0.080000,2.794380,37.331100,40.125479,-0.00107078,0.0835151,0.017716,-0.0917827,-0.0203174,0.0104073,0.00317578,-0.0148063,2.19786,0.460156,-2.35976,-0.495575,0.205514,0.0600618,
0.085000,3.148982,36.976492,40.125474,-0.00113858,0.0948498,0.0200824,-0.103912,-0.0228424,0.0114171,0.00346842,-0.0120075,2.33503,0.485719,-2.489,-0.512604,0.195885,0.0561619,
0.090000,3.523502,36.601966,40.125469,-0.00119086,0.106865,0.0225731,-0.116672,-0.0254434,0.012366,0.00373735,-0.00859853,2.47012,0.509832,-2.61196,-0.52576,0.180977,0.0505024,
0.095000,3.917610,36.207855,40.125464,-0.00122458,0.119551,0.0251807,-0.130031,-0.0281,0.0132267,0.0039734,-0.0045918,2.60293,0.532339,-2.72809,-0.534682,0.160306,0.0429317,
0.100000,4.330943,35.794518,40.125461,-0.0012368,0.132895,0.0278965,-0.143953,-0.0307901,0.013969,0.00416663,-1.14659e-05,2.73327,0.553105,-2.83679,-0.539033,0.133396,0.0333021,
0.105000,4.763113,35.362347,40.125460,-0.00122473,0.146884,0.0307117,-0.158399,-0.0334902,0.0145605,0.00430639,0.00510702,2.86095,0.572019,-2.93751,-0.538511,0.0997819,0.0214723,
0.110000,5.213697,34.911764,40.125461,-0.00118577,0.161504,0.0336167,-0.173328,-0.0361752,0.0149667,0.00438133,0.0107174,2.98579,0.589001,-3.02967,-0.532852,0.059022,0.00730943,
0.115000,5.682244,34.443220,40.125463,-0.00111759,0.176741,0.0366017,-0.188696,-0.0388188,0.0151507,0.00437947,0.0167636,3.10762,0.604005,-3.11274,-0.521846,0.0107024,-0.00930838,
0.120000,6.168273,33.957196,40.125469,-0.00101817,0.19258,0.0396568,-0.204455,-0.0413937,0.0150737,0.00428824,0.0231815,3.22627,0.617022,-3.1862,-0.505331,-0.0455549,-0.0284902,
0.125000,6.671274,33.454202,40.125476,-0.00088582,0.209004,0.042772,-0.220558,-0.0438722,0.0146952,0.00409457,0.0299002,3.34158,0.628079,-3.24957,-0.483202,-0.110085,-0.0503308,
0.130000,7.190708,32.934777,40.125485,-0.000719216,0.225996,0.0459376,-0.236951,-0.0462258,0.0139729,0.00378495,0.0368447,3.4534,0.637236,-3.30238,-0.455405,-0.183177,-0.0749088,
0.135000,7.726010,32.399484,40.125494,-0.000517421,0.243538,0.0491444,-0.253581,-0.0484263,0.0128635,0.00334552,0.0439375,3.56159,0.644586,-3.34423,-0.421939,-0.265064,-0.102286,
0.140000,8.276589,31.848915,40.125504,-0.000279888,0.261612,0.0523836,-0.270393,-0.0504453,0.0113224,0.00276213,0.051101,3.66605,0.650244,-3.37476,-0.382846,-0.355926,-0.132508,
0.145000,8.841828,31.283685,40.125513,-6.45744e-06,0.280198,0.0556469,-0.287329,-0.0522549,0.00930441,0.00202049,0.0582591,3.76665,0.654344,-3.39362,-0.338208,-0.455883,-0.1656,
0.150000,9.421088,30.704430,40.125519,0.000302658,0.299278,0.0589271,-0.304329,-0.0538276,0.00676379,0.0011062,0.0653389,3.86329,0.657033,-3.40053,-0.288137,-0.564996,-0.201569,
0.155000,10.013708,30.111812,40.125520,0.000646888,0.318831,0.0622173,-0.321334,-0.0551365,0.00365471,4.88333e-06,0.0722716,3.95589,0.65846,-3.39527,-0.232771,-0.683264,-0.240403,
0.160000,10.619005,29.506509,40.125514,0.00102533,0.338837,0.0655118,-0.338282,-0.0561555,-6.85435e-05,-0.00129774,0.078994,4.04436,0.658769,-3.37762,-0.172264,-0.810625,-0.28207,
0.165000,11.236279,28.889220,40.125500,0.00143679,0.359275,0.0688051,-0.355111,-0.0568593,-0.00445119,-0.00281571,0.0854482,4.12862,0.658099,-3.34744,-0.106781,-0.946956,-0.326517,
0.170000,11.864812,28.260661,40.125474,0.00187978,0.380123,0.0720928,-0.371757,-0.0572235,-0.00953771,-0.00456279,0.0915819,4.2086,0.656569,-3.3046,-0.0364931,-1.09208,-0.373667,
0.175000,12.503871,27.621563,40.125434,0.00235258,0.401361,0.0753708,-0.388157,-0.0572244,-0.0153715,-0.00655225,0.0973481,4.28422,0.654283,-3.24902,0.0384286,-1.24574,-0.423421,
0.180000,13.152705,26.972672,40.125377,0.00285323,0.422965,0.0786357,-0.404247,-0.0568394,-0.0219946,-0.00879685,0.102705,4.35541,0.651317,-3.18064,0.117813,-1.40765,-0.475653,
0.185000,13.810552,26.314749,40.125301,0.00337959,0.444915,0.0818841,-0.419963,-0.0560465,-0.0294475,-0.0113086,0.107613,4.42208,0.647728,-3.09945,0.201493,-1.57744,-0.530208,
0.190000,14.476639,25.648566,40.125204,0.00392934,0.467186,0.085113,-0.435242,-0.0548246,-0.0377685,-0.0140987,0.112039,4.48416,0.643539,-3.00542,0.289306,-1.7547,-0.586902,
0.195000,15.150179,24.974904,40.125083,0.00449996,0.489757,0.0883195,-0.450018,-0.0531536,-0.0469938,-0.0171774,0.115948,4.54156,0.638752,-2.8986,0.381093,-1.93893,-0.645513,
0.200000,15.830378,24.294558,40.124936,0.0050888,0.512602,0.0915005,-0.464228,-0.0510139,-0.0571571,-0.0205537,0.119309,4.59416,0.633336,-2.77901,0.476698,-2.1296,-0.705783,
0.205000,16.516433,23.608328,40.124762,0.00569303,0.535698,0.0946528,-0.477808,-0.0483869,-0.0682891,-0.024235,0.122089,4.64185,0.627236,-2.6467,0.575968,-2.32609,-0.767412,
0.210000,17.207534,22.917023,40.124557,0.00630966,0.55902,0.0977728,-0.490695,-0.0452545,-0.0804172,-0.0282275,0.124253,4.68452,0.62037,-2.50175,0.678752,-2.52772,-0.830053,
0.215000,17.902864,22.221459,40.124323,0.00693553,0.582543,0.100857,-0.502826,-0.0415996,-0.0935655,-0.0325353,0.125766,4.72202,0.61263,-2.34424,0.784897,-2.73374,-0.893311,
0.220000,18.601602,21.522455,40.124057,0.00756729,0.606241,0.103899,-0.514138,-0.0374057,-0.107754,-0.0371603,0.126587,4.75419,0.603886,-2.17426,0.894251,-2.94332,-0.956733,
0.225000,19.302925,20.820835,40.123760,0.00820138,0.630085,0.106895,-0.524569,-0.0326573,-0.122998,-0.0421023,0.126673,4.78089,0.593986,-1.99192,1.00666,-3.15555,-1.01981,
0.230000,20.006005,20.117427,40.123432,0.00883399,0.654049,0.109839,-0.534058,-0.0273394,-0.139308,-0.0473582,0.125974,4.80194,0.582758,-1.79734,1.12196,-3.36941,-1.08199,
0.235000,20.710016,19.413060,40.123075,0.00946109,0.678105,0.112723,-0.542543,-0.021438,-0.156691,-0.0529218,0.124435,4.81714,0.570013,-1.59067,1.23999,-3.58381,-1.14262,
0.240000,21.414128,18.708563,40.122690,0.0100783,0.702221,0.115539,-0.549965,-0.0149398,-0.175145,-0.058784,0.121993,4.82631,0.555548,-1.37204,1.36059,-3.79754,-1.20104,
0.245000,22.117515,18.004766,40.122281,0.010681,0.726368,0.118278,-0.556264,-0.0078324,-0.194665,-0.0649318,0.118579,4.82925,0.539146,-1.14163,1.4836,-4.0093,-1.25648,
0.250000,22.819350,17.302500,40.121850,0.0112641,0.750513,0.12093,-0.561382,-0.000104124,-0.215237,-0.0713484,0.114116,4.82576,0.520584,-0.899614,1.60885,-4.21766,-1.30814,
0.255000,23.518809,16.602593,40.121402,0.0118221,0.774625,0.123484,-0.565261,0.00825581,-0.23684,-0.0780128,0.108521,4.81562,0.499633,-0.64621,1.73619,-4.42109,-1.35517,
0.260000,24.215069,15.905873,40.120942,0.0123492,0.79867,0.125927,-0.567844,0.0172574,-0.259447,-0.0848997,0.101701,4.79864,0.476058,-0.38164,1.86546,-4.61791,-1.39667,
0.265000,24.907309,15.213168,40.120477,0.0128391,0.822612,0.128245,-0.569078,0.0269101,-0.283018,-0.0919791,0.0935578,4.77463,0.449629,-0.106159,1.99652,-4.80634,-1.4317,
0.270000,25.594709,14.525303,40.120012,0.0132848,0.846416,0.130423,-0.568907,0.0372223,-0.307509,-0.0992164,0.0839863,4.7434,0.42012,0.179955,2.12926,-4.98445,-1.45932,
0.275000,26.276447,13.843109,40.119556,0.0136789,0.870046,0.132446,-0.567279,0.0482023,-0.332861,-0.106572,0.0728769,4.70478,0.387312,0.476391,2.26357,-5.15019,-1.47857,
0.280000,26.951700,13.167415,40.119115,0.0140135,0.893464,0.134296,-0.564144,0.0598577,-0.359009,-0.114002,0.0601173,4.65863,0.350999,0.782806,2.39938,-5.30137,-1.48851,
0.285000,27.619639,12.499060,40.118699,0.01428,0.916632,0.135956,-0.559452,0.0721958,-0.385873,-0.121457,0.0455948,4.60482,0.310991,1.09882,2.53666,-5.43569,-1.4882,
0.290000,28.279427,11.838887,40.118315,0.0144694,0.939512,0.137406,-0.553156,0.0852239,-0.413364,-0.128884,0.0291996,4.54328,0.267116,1.42402,2.67539,-5.55069,-1.4768,
0.295000,28.930216,11.187756,40.117971,0.014572,0.962065,0.138627,-0.545213,0.0989493,-0.441379,-0.136225,0.0108297,4.47395,0.219224,1.75793,2.81562,-5.64381,-1.4535,
0.300000,29.571137,10.546539,40.117676,0.0145777,0.984252,0.139598,-0.535578,0.11338,-0.469801,-0.143419,-0.00960384,4.39684,0.167189,2.10003,2.95743,-5.71235,-1.41761,
0.305000,30.201302,9.916134,40.117436,0.014476,1.00603,0.140299,-0.524213,0.128523,-0.498501,-0.150401,-0.0321698,4.312,0.110912,2.44972,3.10094,-5.75348,-1.36851,
0.310000,30.819791,9.297466,40.117257,0.014256,1.02737,0.140707,-0.511082,0.144389,-0.527334,-0.157104,-0.0569083,4.21954,0.0503242,2.80635,3.24632,-5.76425,-1.30576,
0.315000,31.425648,8.691495,40.117142,0.0139069,1.04823,0.140802,-0.496151,0.160986,-0.556142,-0.163459,-0.0838201,4.11965,-0.0146104,3.16914,3.39377,-5.7416,-1.22904,
0.320000,32.017872,8.099223,40.117095,0.0134179,1.06857,0.140561,-0.479392,0.178326,-0.584749,-0.169395,-0.112854,4.01261,-0.0838923,3.53722,3.5435,-5.68234,-1.13823,
0.325000,32.595412,7.521704,40.117115,0.0127785,1.08836,0.139963,-0.46078,0.196421,-0.612964,-0.174841,-0.143891,3.8988,-0.157479,3.90954,3.69577,-5.58314,-1.03338,
0.330000,33.157153,6.960047,40.117200,0.0119791,1.10756,0.138987,-0.440298,0.215283,-0.640579,-0.179729,-0.176729,3.77867,-0.235278,4.28489,3.85077,-5.44057,-0.914755,
0.335000,33.701916,6.415429,40.117344,0.0110114,1.12614,0.137611,-0.417933,0.234928,-0.667369,-0.18399,-0.211059,3.65286,-0.317125,4.66183,4.00867,-5.25105,-0.78287,
0.340000,34.228446,5.889094,40.117540,0.00986875,1.14409,0.135816,-0.393681,0.25537,-0.693089,-0.187559,-0.246451,3.5221,-0.402764,5.03864,4.16955,-5.0109,-0.638486,
0.345000,34.735412,5.382363,40.117775,0.00854718,1.16137,0.133584,-0.367548,0.276623,-0.717477,-0.190376,-0.282326,3.38732,-0.491804,5.41327,4.33328,-4.71632,-0.48265,
0.350000,35.221405,4.896633,40.118038,0.00704588,1.17796,0.130898,-0.33955,0.298702,-0.740251,-0.192387,-0.317945,3.24963,-0.583653,5.78327,4.49948,-4.36341,-0.316721,
0.355000,35.684941,4.433373,40.118313,0.00536818,1.19386,0.127748,-0.309717,0.321617,-0.761111,-0.193545,-0.352407,3.11035,-0.677434,6.14573,4.66732,-3.94825,-0.142411,
0.360000,36.124471,3.994116,40.118587,0.00352232,1.20907,0.124125,-0.278095,0.345374,-0.779734,-0.193813,-0.38467,2.97103,-0.771872,6.49723,4.83537,-3.46694,0.0381643,
0.365000,36.538400,3.580447,40.118847,0.00152203,1.22357,0.12003,-0.244747,0.36997,-0.795781,-0.193166,-0.413609,2.83349,-0.865172,6.83376,5.00134,-2.91575,0.222401,
0.370000,36.925105,3.193975,40.119080,-0.000613246,1.2374,0.115474,-0.20976,0.395386,-0.808893,-0.191592,-0.438141,2.69983,-0.95494,7.15073,5.16189,-2.29134,0.407088,
0.375000,37.282972,2.836304,40.119276,-0.00285897,1.25057,0.110481,-0.173242,0.421587,-0.818696,-0.189098,-0.457403,2.57237,-1.03823,7.44298,5.31252,-1.5911,0.588231,
0.380000,37.610434,2.508995,40.119430,-0.00518711,1.26313,0.105093,-0.135332,0.448509,-0.824807,-0.185714,-0.470976,2.45369,-1.11185,7.70489,5.44773,-0.813641,0.76085,
0.385000,37.906019,2.213515,40.119535,-0.00756891,1.27511,0.0993639,-0.096196,0.476062,-0.826837,-0.181495,-0.479077,2.34652,-1.17291,7.93057,5.5616,0.040584,0.9188,
0.390000,38.168406,1.951188,40.119594,-0.00997846,1.28659,0.093364,-0.0560292,0.504123,-0.824407,-0.176531,-0.482614,2.2536,-1.21973,8.11415,5.64877,0.968644,1.05477,
0.395000,38.396479,1.723142,40.119621,-0.012396,1.29765,0.0871662,-0.0150568,0.532548,-0.817159,-0.170953,-0.483013,2.17749,-1.25252,8.2502,5.70556,1.96463,1.16062,
0.400000,38.589382,1.530264,40.119646,-0.0148097,1.30837,0.0808376,0.0264711,0.561179,-0.804771,-0.164931,-0.481847,2.12042,-1.27365,8.3342,5.73067,3.01952,1.22801,
0.405000,38.746545,1.373166,40.119711,-0.0172155,1.31885,0.074428,0.0682842,0.589856,-0.786975,-0.158679,-0.480432,2.08407,-1.28718,8.36292,5.72518,4.12149,1.24933,
0.410000,38.867694,1.252168,40.119862,-0.0196148,1.32921,0.067964,0.1101,0.618431,-0.763569,-0.152443,-0.479556,2.06948,-1.29784,8.33476,5.69176,5.2565,1.21859,
0.415000,38.952837,1.167294,40.120130,-0.0220116,1.33955,0.0614482,0.151632,0.646774,-0.734424,-0.146496,-0.479458,2.07699,-1.30994,8.24991,5.63367,6.40905,1.13194,
0.420000,39.002232,1.118294,40.120526,-0.0244097,1.34998,0.0548638,0.192601,0.674769,-0.699492,-0.141125,-0.479986,2.10625,-1.32672,8.11039,5.55389,7.56289,0.988075,
0.425000,39.016349,1.104684,40.121032,-0.0268116,1.36061,0.0481809,0.232739,0.702314,-0.658809,-0.136616,-0.48081,2.15631,-1.35005,7.91985,5.45473,8.7016,0.788195,
0.430000,38.995819,1.125786,40.121605,-0.029218,1.37154,0.0413637,0.271802,0.729317,-0.61249,-0.133242,-0.48162,2.22572,-1.38055,7.68334,5.33766,9.80914,0.535989,
0.435000,38.941394,1.180786,40.122180,-0.031628,1.38287,0.0343761,0.309575,0.755692,-0.560731,-0.131253,-0.482234,2.31263,-1.41788,7.40687,5.2034,10.8702,0.237472,
0.440000,38.853903,1.268779,40.122682,-0.0340404,1.39467,0.0271859,0.345875,0.781352,-0.5038,-0.130864,-0.482652,2.415,-1.461,7.09706,5.05204,11.8708,-0.0991818,
0.445000,38.734223,1.388815,40.123038,-0.0364547,1.40701,0.0197671,0.38055,0.806213,-0.442035,-0.132241,-0.483062,2.53066,-1.50849,6.76066,4.88312,12.798,-0.463878,
0.450000,38.583254,1.539928,40.123182,-0.0388713,1.41997,0.012102,0.413485,0.830185,-0.375831,-0.135497,-0.483818,2.65742,-1.55872,6.40421,4.6958,13.6408,-0.844913,
0.455000,38.401910,1.721158,40.123068,-0.0412931,1.43359,0.00418075,0.444596,0.853173,-0.305636,-0.140684,-0.485406,2.79318,-1.61008,6.03377,4.48893,14.3899,-1.22941,
0.460000,38.191115,1.931563,40.122678,-0.0437256,1.4479,-0.00399816,0.473826,0.875076,-0.23194,-0.147786,-0.488408,2.93591,-1.66108,5.65468,4.26131,15.0381,-1.60391,
0.465000,37.951806,2.170217,40.122023,-0.0461775,1.46295,-0.0124295,0.501146,0.895788,-0.155262,-0.156718,-0.493452,3.08373,-1.71049,5.27146,4.01193,15.5803,-1.95511,
0.470000,37.684939,2.436211,40.121150,-0.0486605,1.47874,-0.0211028,0.526544,0.915197,-0.0761431,-0.167331,-0.501174,3.23485,-1.75748,4.88778,3.74026,16.0138,-2.27071,
0.475000,37.391483,2.728647,40.120130,-0.0511895,1.49529,-0.0300043,0.550026,0.933193,0.0048706,-0.17942,-0.51216,3.38763,-1.80162,4.50643,3.44663,16.3384,-2.54034,
0.480000,37.072421,3.046632,40.119052,-0.0537823,1.51261,-0.0391193,0.57161,0.949666,0.0872369,-0.19273,-0.5269,3.54054,-1.84299,4.12947,3.13243,16.5563,-2.75633,
0.485000,36.728738,3.389274,40.118012,-0.0564588,1.5307,-0.0484346,0.591322,0.96452,0.170431,-0.20698,-0.54574,3.69217,-1.8821,3.75834,2.8003,16.6722,-2.91428,
0.490000,36.361407,3.755686,40.117093,-0.05924,1.54953,-0.0579409,0.609195,0.977672,0.253958,-0.221871,-0.568836,3.84124,-1.91986,3.39399,2.45409,16.6929,-3.01327,
0.495000,35.971377,4.144985,40.116362,-0.0621473,1.56911,-0.0676339,0.625264,0.989064,0.337359,-0.237112,-0.596122,3.98661,-1.95743,3.03705,2.09866,16.6266,-3.05571,
0.500000,35.559561,4.556298,40.115859,-0.0652013,1.5894,-0.0775159,0.639567,0.998662,0.420224,-0.252428,-0.62728,4.1273,-1.99612,2.68795,1.73956,16.4829,-3.04676,
0.505000,35.126829,4.988767,40.115597,-0.0684202,1.61038,-0.0875958,0.652145,1.00646,0.502189,-0.26758,-0.661739,4.26245,-2.0372,2.34704,1.38263,16.2723,-2.99359,
0.510000,34.674010,5.441556,40.115566,-0.0718187,1.63202,-0.0978885,0.663039,1.01249,0.582948,-0.282365,-0.698666,4.39139,-2.08172,2.01467,1.0335,16.005,-2.90452,
0.515000,34.201889,5.913851,40.115741,-0.0754068,1.65429,-0.108413,0.672293,1.0168,0.66224,-0.296626,-0.736991,4.51357,-2.13039,1.69116,0.697301,15.6911,-2.78822,
0.520000,33.711215,6.404865,40.116080,-0.0791885,1.67716,-0.119193,0.679952,1.01947,0.73986,-0.310248,-0.775434,4.62861,-2.18348,1.3769,0.378295,15.3402,-2.65303,
0.525000,33.202707,6.913834,40.116541,-0.0831609,1.70058,-0.130248,0.686063,1.02058,0.815644,-0.323157,-0.812559,4.73624,-2.24072,1.07224,0.0797327,14.9607,-2.50652,
0.530000,32.677058,7.440021,40.117079,-0.0873138,1.72452,-0.1416,0.690676,1.02026,0.889468,-0.335314,-0.846843,4.83628,-2.30134,0.777573,-0.196243,14.56,-2.3552,
0.535000,32.134948,7.982704,40.117652,-0.0916291,1.74894,-0.153261,0.69384,1.01862,0.961245,-0.346709,-0.876764,4.92867,-2.36411,0.493223,-0.448582,14.1446,-2.20439,
0.540000,31.577047,8.541179,40.118226,-0.0960812,1.77381,-0.16524,0.695609,1.01578,1.03091,-0.357358,-0.900901,5.01339,-2.42742,0.21948,-0.677245,13.7195,-2.05828,
0.545000,31.004024,9.114749,40.118773,-0.100638,1.79908,-0.177534,0.696036,1.01185,1.09844,-0.367292,-0.918044,5.09045,-2.48948,-0.043434,-0.883054,13.289,-1.91991,
0.550000,30.416555,9.702720,40.119275,-0.105262,1.82471,-0.190133,0.695176,1.00695,1.1638,-0.376557,-0.927289,5.1599,-2.54849,-0.295372,-1.06751,12.8563,-1.79141,
0.555000,29.815330,10.304395,40.119725,-0.109911,1.85068,-0.203018,0.693083,1.00117,1.227,-0.385206,-0.928113,5.2218,-2.60281,-0.536254,-1.23257,12.4241,-1.67405,
0.560000,29.201055,10.919067,40.120122,-0.114543,1.87693,-0.21616,0.689814,0.99462,1.28805,-0.393297,-0.920412,5.27619,-2.65114,-0.766064,-1.38047,11.9944,-1.56848,
0.565000,28.574460,11.546016,40.120475,-0.119115,1.90344,-0.229528,0.685424,0.987367,1.34695,-0.40089,-0.904491,5.32312,-2.69263,-0.984821,-1.51345,11.5685,-1.47482,
0.570000,27.936296,12.184498,40.120795,-0.123588,1.93016,-0.243086,0.679967,0.979484,1.40373,-0.408045,-0.88102,5.36264,-2.72691,-1.19257,-1.63368,11.1478,-1.39283,
0.575000,27.287343,12.833750,40.121093,-0.127926,1.95706,-0.256797,0.673499,0.971029,1.45843,-0.414818,-0.850952,5.39478,-2.75412,-1.38933,-1.74308,10.7332,-1.32204,
0.580000,26.628405,13.492978,40.121383,-0.132098,1.98411,-0.270626,0.666074,0.962053,1.51106,-0.421265,-0.815423,5.41959,-2.77481,-1.57514,-1.84327,10.3255,-1.26186,
0.585000,25.960313,14.161359,40.121673,-0.13608,2.01126,-0.284544,0.657748,0.952596,1.56168,-0.427436,-0.775652,5.43711,-2.78984,-1.74994,-1.93558,9.92537,-1.21161,
0.590000,25.283927,14.838041,40.121968,-0.139855,2.03848,-0.298524,0.648576,0.942696,1.61032,-0.433381,-0.732848,5.44738,-2.80028,-1.91368,-2.02101,9.53331,-1.17063,
0.595000,24.600133,15.522139,40.122272,-0.143409,2.06573,-0.312547,0.638612,0.932385,1.65701,-0.439143,-0.688143,5.45046,-2.80728,-2.06622,-2.10033,9.1498,-1.13828,
0.600000,23.909848,16.212735,40.122583,-0.146736,2.09298,-0.326597,0.627914,0.921692,1.70181,-0.444764,-0.642542,5.44642,-2.81195,-2.20741,-2.17411,8.77523,-1.11398,
0.605000,23.214017,16.908882,40.122900,-0.149835,2.1202,-0.340666,0.616539,0.910644,1.74476,-0.450282,-0.596903,5.43533,-2.81534,-2.33705,-2.24277,8.40989,-1.09716,
0.610000,22.513613,17.609606,40.123219,-0.152705,2.14734,-0.35475,0.604545,0.899264,1.78591,-0.455735,-0.551923,5.41727,-2.81835,-2.45492,-2.30666,8.05403,-1.08735,
0.615000,21.809635,18.313902,40.123536,-0.155354,2.17437,-0.368849,0.59199,0.887577,1.8253,-0.461156,-0.508155,5.39235,-2.82169,-2.56081,-2.36606,7.70781,-1.08406,
0.620000,21.103106,19.020744,40.123849,-0.157787,2.20126,-0.382966,0.578937,0.875603,1.86299,-0.466576,-0.466015,5.36064,-2.82591,-2.65451,-2.42126,7.37137,-1.08689,
0.625000,20.395071,19.729084,40.124155,-0.160014,2.22798,-0.397108,0.565446,0.863364,1.89902,-0.472025,-0.425811,5.32228,-2.83136,-2.73582,-2.47255,7.04477,-1.09541,
0.630000,19.686594,20.437857,40.124451,-0.162045,2.25448,-0.41128,0.55158,0.850877,1.93344,-0.47753,-0.387756,5.27736,-2.83826,-2.80459,-2.52023,6.72806,-1.10924,
0.635000,18.978749,21.145987,40.124736,-0.163892,2.28075,-0.42549,0.537401,0.838161,1.9663,-0.483118,-0.351994,5.22604,-2.84664,-2.86071,-2.56466,6.42127,-1.12798,
0.640000,18.272622,21.852387,40.125009,-0.165565,2.30674,-0.439745,0.522973,0.82523,1.99765,-0.488811,-0.318618,5.16843,-2.85642,-2.90412,-2.60619,6.12439,-1.15127,
0.645000,17.569302,22.555968,40.125269,-0.167078,2.33243,-0.454054,0.50836,0.812099,2.02754,-0.494631,-0.287679,5.10472,-2.86743,-2.93484,-2.64523,5.83743,-1.17874,
0.650000,16.869875,23.255643,40.125518,-0.168442,2.35779,-0.468419,0.493625,0.798778,2.05602,-0.500598,-0.259207,5.03506,-2.87938,-2.95293,-2.68219,5.56037,-1.21001,
0.655000,16.175422,23.950332,40.125754,-0.16967,2.38278,-0.482847,0.478831,0.785277,2.08315,-0.506731,-0.233213,4.95966,-2.89195,-2.95854,-2.7175,5.2932,-1.24475,
0.660000,15.487010,24.638968,40.125977,-0.170774,2.40739,-0.497338,0.46404,0.771602,2.10896,-0.513046,-0.209699,4.87872,-2.90475,-2.9519,-2.75157,5.03589,-1.28259,
0.665000,14.805687,25.320502,40.126189,-0.171767,2.43157,-0.511894,0.449312,0.75776,2.1335,-0.519557,-0.188663,4.79248,-2.91737,-2.9333,-2.78484,4.78842,-1.32323,
0.670000,14.132478,25.993910,40.126387,-0.172661,2.45531,-0.526512,0.434707,0.743754,2.15684,-0.526278,-0.170099,4.70119,-2.9294,-2.9031,-2.81769,4.55076,-1.36633,
0.675000,13.468378,26.658195,40.126573,-0.173468,2.47858,-0.541187,0.420281,0.729583,2.17901,-0.533221,-0.154002,4.60513,-2.9404,-2.86173,-2.85051,4.32288,-1.41163,
0.680000,12.814349,27.312396,40.126745,-0.174201,2.50136,-0.555915,0.40609,0.715248,2.20007,-0.540395,-0.140365,4.5046,-2.94999,-2.8097,-2.88361,4.10473,-1.45883,
0.685000,12.171314,27.955588,40.126902,-0.174872,2.52363,-0.570687,0.392184,0.700747,2.22006,-0.547809,-0.129181,4.39989,-2.95777,-2.74756,-2.9173,3.89623,-1.50771,
