h=0.005,t=5seconds
Time, Kinetic Energy, Potential Energy, Total Energy,q1,q2,q3,q4,q5,q6,q7,q1d,q2d,q3d,q4d,q5d,q6d,q7d
0.690000,11.540153,28.586890,40.127044,-0.175493,2.54536,-0.585493,0.378614,0.686075,2.23903,-0.555472,-0.120437,4.29135,-2.96341,-2.6759,-2.9518,3.69731,-1.55804,
0.695000,10.921703,29.205467,40.127170,-0.176076,2.56654,-0.600321,0.365425,0.671228,2.25703,-0.56339,-0.114122,4.1793,-2.96661,-2.59536,-2.98733,3.50786,-1.60961,
0.700000,10.316750,29.810528,40.127278,-0.176634,2.58715,-0.615158,0.35266,0.656201,2.27411,-0.571568,-0.110215,4.06409,-2.96709,-2.50661,-3.024,3.32775,-1.66227,
0.705000,9.726032,30.401337,40.127369,-0.177178,2.60718,-0.629991,0.340359,0.640988,2.29031,-0.580013,-0.108689,3.94608,-2.96465,-2.41033,-3.06192,3.15681,-1.71585,
0.710000,9.150235,30.977207,40.127442,-0.177721,2.62662,-0.644805,0.328557,0.625582,2.30568,-0.588727,-0.109511,3.82559,-2.95912,-2.3072,-3.10112,2.99484,-1.77023,
0.715000,8.589994,31.537502,40.127496,-0.178273,2.64544,-0.659582,0.317287,0.609977,2.32026,-0.597715,-0.112637,3.70298,-2.95037,-2.19793,-3.14159,2.84164,-1.8253,
0.720000,8.045893,32.081639,40.127532,-0.178847,2.66365,-0.674308,0.306577,0.594166,2.33409,-0.60698,-0.118015,3.57859,-2.93833,-2.08319,-3.18331,2.69693,-1.88094,
0.725000,7.518464,32.609085,40.127550,-0.179453,2.68123,-0.688965,0.296455,0.578143,2.34723,-0.616525,-0.12558,3.45271,-2.92294,-1.96364,-3.22621,2.56043,-1.93708,
0.730000,7.008192,33.119359,40.127551,-0.180103,2.69817,-0.703537,0.286941,0.561903,2.3597,-0.626351,-0.13526,3.32567,-2.90419,-1.83993,-3.27019,2.43184,-1.99363,
0.735000,6.515511,33.612024,40.127535,-0.180806,2.71448,-0.718007,0.278055,0.545441,2.37155,-0.636461,-0.146972,3.19773,-2.88209,-1.71267,-3.31516,2.3108,-2.05052,
0.740000,6.040812,34.086693,40.127505,-0.181573,2.73015,-0.732358,0.269814,0.528752,2.38281,-0.646857,-0.160625,3.06917,-2.85667,-1.58243,-3.36102,2.19694,-2.10768,
0.745000,5.584441,34.543020,40.127461,-0.182412,2.74517,-0.746573,0.26223,0.511831,2.39352,-0.657538,-0.176121,2.94021,-2.82796,-1.44977,-3.40767,2.08988,-2.16504,
0.750000,5.146705,34.980701,40.127405,-0.183334,2.75955,-0.760637,0.255316,0.494675,2.40371,-0.668507,-0.193352,2.81107,-2.79602,-1.31517,-3.45503,1.98921,-2.22252,
0.755000,4.727871,35.399468,40.127339,-0.184346,2.77328,-0.774534,0.249079,0.47728,2.41341,-0.679764,-0.212209,2.68192,-2.76091,-1.1791,-3.50301,1.89451,-2.28004,
0.760000,4.328175,35.799090,40.127264,-0.185456,2.78637,-0.788246,0.243525,0.459644,2.42265,-0.691308,-0.232575,2.55294,-2.72266,-1.04199,-3.55158,1.80534,-2.33753,
0.765000,3.947816,36.179367,40.127183,-0.186671,2.79881,-0.80176,0.238659,0.441764,2.43146,-0.703139,-0.254334,2.42426,-2.68134,-0.904218,-3.6007,1.72124,-2.39488,
0.770000,3.586967,36.540129,40.127096,-0.187999,2.81061,-0.81506,0.234482,0.423637,2.43986,-0.715257,-0.277364,2.29598,-2.63699,-0.766129,-3.65038,1.64178,-2.45199,
0.775000,3.245774,36.881232,40.127006,-0.189445,2.82177,-0.82813,0.230997,0.40526,2.44788,-0.727659,-0.301546,2.16818,-2.58963,-0.62803,-3.70065,1.56649,-2.50874,
0.780000,2.924360,37.202553,40.126914,-0.191014,2.8323,-0.840956,0.228202,0.38663,2.45553,-0.740344,-0.326761,2.04094,-2.53931,-0.490193,-3.75155,1.49493,-2.56503,
0.785000,2.622828,37.503993,40.126821,-0.192712,2.84218,-0.853523,0.226095,0.367744,2.46283,-0.753309,-0.352889,1.91428,-2.48602,-0.35286,-3.80319,1.42664,-2.6207,
0.790000,2.341261,37.785469,40.126730,-0.194543,2.85144,-0.865816,0.224673,0.348598,2.46979,-0.766551,-0.379815,1.78823,-2.4298,-0.216241,-3.85566,1.36117,-2.67561,
0.795000,2.079729,38.046913,40.126642,-0.196511,2.86007,-0.877821,0.223933,0.329188,2.47644,-0.780066,-0.407425,1.66278,-2.37064,-0.0805188,-3.90909,1.29809,-2.7296,
0.800000,1.838286,38.288272,40.126557,-0.198617,2.86807,-0.889522,0.223868,0.309507,2.48277,-0.793847,-0.435609,1.53793,-2.30854,0.0541458,-3.96366,1.23697,-2.78249,
0.805000,1.616976,38.509502,40.126478,-0.200867,2.87545,-0.900906,0.224474,0.289551,2.48881,-0.80789,-0.464259,1.41364,-2.24351,0.187614,-4.01951,1.17739,-2.83412,
0.810000,1.415833,38.710571,40.126404,-0.20326,2.8822,-0.911957,0.225744,0.269312,2.49455,-0.822188,-0.493271,1.28985,-2.17555,0.319763,-4.07684,1.11896,-2.88427,
0.815000,1.234886,38.891453,40.126339,-0.205799,2.88834,-0.922661,0.227671,0.248782,2.5,-0.836733,-0.522544,1.16653,-2.10465,0.450487,-4.13583,1.0613,-2.93277,
0.820000,1.074155,39.052127,40.126281,-0.208485,2.89387,-0.933003,0.230249,0.227953,2.50516,-0.851516,-0.551982,1.04359,-2.03085,0.57969,-4.19669,1.00403,-2.9794,
0.825000,0.933655,39.192578,40.126233,-0.211319,2.89878,-0.942969,0.233468,0.206815,2.51004,-0.866527,-0.58149,0.920956,-1.95416,0.707286,-4.2596,0.946832,-3.02395,
0.830000,0.813401,39.312795,40.126195,-0.2143,2.90308,-0.952545,0.237322,0.185357,2.51463,-0.881756,-0.610977,0.798551,-1.87463,0.833192,-4.32475,0.889374,-3.0662,
0.835000,0.713401,39.412767,40.126168,-0.217429,2.90676,-0.961716,0.2418,0.163567,2.51893,-0.897189,-0.640356,0.676285,-1.79231,0.957331,-4.39234,0.831365,-3.10596,
0.840000,0.633665,39.492488,40.126153,-0.220704,2.90984,-0.970468,0.246895,0.141433,2.52294,-0.912815,-0.669541,0.554065,-1.7073,1.07963,-4.46251,0.772541,-3.14301,
0.845000,0.574200,39.551950,40.126150,-0.224124,2.91231,-0.978789,0.252596,0.118942,2.52666,-0.928619,-0.69845,0.431799,-1.61969,1.2,-4.53542,0.712662,-3.17714,
0.850000,0.535013,39.591147,40.126160,-0.227688,2.91416,-0.986665,0.258895,0.0960789,2.53007,-0.944586,-0.727001,0.309395,-1.52962,1.31836,-4.61119,0.651521,-3.20817,
0.855000,0.516108,39.610074,40.126182,-0.231394,2.9154,-0.994085,0.26578,0.0728298,2.53317,-0.960701,-0.755117,0.186763,-1.43727,1.43463,-4.68993,0.588941,-3.2359,
0.860000,0.517492,39.608725,40.126217,-0.235239,2.91603,-1.00104,0.273241,0.0491795,2.53596,-0.976945,-0.782721,0.06382,-1.34283,1.54871,-4.77169,0.524776,-3.26018,
0.865000,0.539170,39.587096,40.126265,-0.239221,2.91604,-1.00751,0.281267,0.0251127,2.53842,-0.993303,-0.80974,-0.0595136,-1.24654,1.6605,-4.85652,0.458913,-3.28085,
0.870000,0.581143,39.545182,40.126325,-0.243337,2.91543,-1.0135,0.289846,0.000614102,2.54055,-1.00975,-0.836104,-0.183308,-1.14867,1.76988,-4.94442,0.391274,-3.29778,
0.875000,0.643416,39.482982,40.126398,-0.247582,2.9142,-1.019,0.298966,-0.0243317,2.54233,-1.02628,-0.861742,-0.307622,-1.04951,1.87672,-5.03537,0.321813,-3.31087,
0.880000,0.725986,39.400495,40.126481,-0.251954,2.91235,-1.024,0.308613,-0.0497397,2.54377,-1.04286,-0.886589,-0.432505,-0.949406,1.9809,-5.12929,0.250517,-3.32004,
0.885000,0.828849,39.297724,40.126574,-0.256448,2.90988,-1.02849,0.318775,-0.0756247,2.54484,-1.05948,-0.910582,-0.557992,-0.848714,2.08226,-5.22609,0.177406,-3.32524,
0.890000,0.951998,39.174678,40.126675,-0.26106,2.90677,-1.03248,0.329436,-0.102001,2.54554,-1.07612,-0.933663,-0.684104,-0.747821,2.18064,-5.32565,0.10253,-3.32645,
0.895000,1.095417,39.031367,40.126784,-0.265785,2.90304,-1.03597,0.340581,-0.128881,2.54586,-1.09275,-0.955776,-0.810847,-0.647132,2.27588,-5.4278,0.0259711,-3.32369,
0.900000,1.259086,38.867813,40.126899,-0.270618,2.89867,-1.03896,0.352195,-0.156279,2.5458,-1.10935,-0.976873,-0.938212,-0.547067,2.36779,-5.53236,-0.0521639,-3.31699,
0.905000,1.442975,38.684042,40.127017,-0.275553,2.89366,-1.04144,0.364259,-0.184205,2.54534,-1.12592,-0.996908,-1.06617,-0.448052,2.45619,-5.63912,-0.131742,-3.30645,
0.910000,1.647045,38.480092,40.127137,-0.280587,2.888,-1.04344,0.376757,-0.21267,2.54448,-1.14242,-1.01584,-1.19468,-0.350516,2.54087,-5.74787,-0.21261,-3.29218,
0.915000,1.871245,38.256012,40.127257,-0.285712,2.88171,-1.04495,0.389668,-0.241684,2.54322,-1.15884,-1.03365,-1.32369,-0.25488,2.62163,-5.85837,-0.294597,-3.27434,
0.920000,2.115511,38.011864,40.127375,-0.290923,2.87477,-1.04599,0.402973,-0.271254,2.54154,-1.17516,-1.0503,-1.45312,-0.16155,2.69824,-5.97037,-0.377517,-3.25311,
0.925000,2.379763,37.747726,40.127490,-0.296215,2.86718,-1.04656,0.41665,-0.301387,2.53944,-1.19137,-1.06577,-1.58288,-0.0709123,2.7705,-6.08363,-0.461178,-3.22872,
0.930000,2.663908,37.463690,40.127598,-0.301581,2.85894,-1.04669,0.430678,-0.33209,2.53692,-1.20745,-1.08007,-1.71287,0.016676,2.83816,-6.19791,-0.545383,-3.20142,
0.935000,2.967831,37.159869,40.127700,-0.307015,2.85005,-1.0464,0.445032,-0.363367,2.53399,-1.22338,-1.09319,-1.84298,0.100891,2.90102,-6.31296,-0.62994,-3.1715,
0.940000,3.291399,36.836393,40.127792,-0.312513,2.84051,-1.04569,0.459688,-0.39522,2.53063,-1.23916,-1.10514,-1.97309,0.181449,2.95882,-6.42855,-0.714663,-3.13927,
0.945000,3.634458,36.493416,40.127874,-0.318067,2.83032,-1.04458,0.47462,-0.427652,2.52684,-1.25478,-1.11595,-2.10307,0.258107,3.01135,-6.54445,-0.79938,-3.10508,
0.950000,3.996832,36.131113,40.127945,-0.323672,2.81948,-1.0431,0.489801,-0.460664,2.52263,-1.27021,-1.12563,-2.23278,0.330673,3.05838,-6.66046,-0.883942,-3.06928,
0.955000,4.378320,35.749684,40.128004,-0.329323,2.80799,-1.04127,0.505204,-0.494257,2.518,-1.28547,-1.13425,-2.36208,0.399,3.09967,-6.77637,-0.968227,-3.03227,
0.960000,4.778695,35.349354,40.128049,-0.335015,2.79586,-1.03911,0.520798,-0.528428,2.51295,-1.30054,-1.14183,-2.49082,0.462991,3.13501,-6.89199,-1.05214,-2.99444,
0.965000,5.197705,34.930376,40.128081,-0.340742,2.78308,-1.03664,0.536554,-0.563177,2.50748,-1.31541,-1.14844,-2.61886,0.5226,3.16418,-7.00713,-1.13565,-2.95623,
0.970000,5.635068,34.493031,40.128099,-0.346499,2.76967,-1.03389,0.55244,-0.5985,2.50159,-1.3301,-1.15415,-2.74605,0.577826,3.18696,-7.12163,-1.21873,-2.91805,
0.975000,6.090476,34.037626,40.128102,-0.352283,2.75562,-1.03087,0.568424,-0.634393,2.49529,-1.34459,-1.15904,-2.87223,0.628717,3.20315,-7.2353,-1.30145,-2.88034,
0.980000,6.563590,33.564501,40.128091,-0.35809,2.74095,-1.0276,0.584471,-0.670853,2.48858,-1.3589,-1.16318,-2.99727,0.675362,3.21254,-7.34797,-1.38392,-2.84354,
0.985000,7.054039,33.074025,40.128064,-0.363915,2.72565,-1.02411,0.600549,-0.707873,2.48145,-1.37303,-1.16667,-3.12102,0.717893,3.21495,-7.45945,-1.46631,-2.80808,
0.990000,7.561422,32.566600,40.128022,-0.369756,2.70974,-1.02042,0.616621,-0.745447,2.47391,-1.38698,-1.1696,-3.24332,0.756478,3.21018,-7.56956,-1.54886,-2.7744,
0.995000,8.085308,32.042657,40.127964,-0.375611,2.69322,-1.01655,0.632651,-0.783568,2.46596,-1.40077,-1.17208,-3.36405,0.791317,3.19806,-7.67809,-1.63189,-2.7429,
1.000000,8.625230,31.502661,40.127890,-0.381477,2.6761,-1.01251,0.648601,-0.822228,2.45759,-1.41441,-1.1742,-3.48305,0.822643,3.1784,-7.78482,-1.71582,-2.71399,
1.005000,9.180691,30.947109,40.127800,-0.387353,2.65839,-1.00832,0.664435,-0.861417,2.4488,-1.42791,-1.17609,-3.60019,0.850715,3.15105,-7.8895,-1.80111,-2.68804,
1.010000,9.751160,30.376533,40.127693,-0.393238,2.64009,-1.004,0.680112,-0.901123,2.43958,-1.44129,-1.17784,-3.71532,0.875816,3.11585,-7.99185,-1.88835,-2.66538,
1.015000,10.336073,29.791494,40.127567,-0.399132,2.62123,-0.999562,0.695593,-0.941335,2.42992,-1.45457,-1.17956,-3.82829,0.898248,3.07263,-8.09158,-1.97819,-2.64634,
1.020000,10.934832,29.192590,40.127423,-0.405034,2.60181,-0.995018,0.710838,-0.982039,2.4198,-1.46776,-1.18137,-3.93898,0.918337,3.02124,-8.18834,-2.07138,-2.63117,
1.025000,11.546809,28.580449,40.127258,-0.410945,2.58184,-0.990379,0.725806,-1.02322,2.40921,-1.48088,-1.18338,-4.04722,0.936422,2.96154,-8.28176,-2.16877,-2.62008,
1.030000,12.171341,27.955731,40.127072,-0.416868,2.56134,-0.985654,0.740454,-1.06486,2.39811,-1.49396,-1.18567,-4.15287,0.952862,2.8934,-8.37142,-2.27129,-2.61322,
1.035000,12.807733,27.319130,40.126863,-0.422802,2.54031,-0.98085,0.75474,-1.10693,2.38649,-1.50701,-1.18836,-4.25578,0.968028,2.81667,-8.45686,-2.37998,-2.6107,
1.040000,13.455260,26.671370,40.126630,-0.428751,2.51878,-0.975973,0.76862,-1.14943,2.37431,-1.52006,-1.19152,-4.35578,0.98231,2.73122,-8.53759,-2.49594,-2.61252,
1.045000,14.113167,26.013203,40.126370,-0.434717,2.49676,-0.971026,0.782052,-1.19231,2.36153,-1.53314,-1.19524,-4.45271,0.996112,2.63694,-8.61305,-2.62037,-2.61864,
1.050000,14.780670,25.345412,40.126082,-0.440704,2.47425,-0.966011,0.79499,-1.23556,2.34811,-1.54625,-1.19958,-4.54639,1.00985,2.5337,-8.68266,-2.75456,-2.62891,
1.055000,15.456956,24.668808,40.125764,-0.446713,2.45129,-0.960927,0.807389,-1.27913,2.33399,-1.55942,-1.20459,-4.63665,1.02398,2.4214,-8.74577,-2.89986,-2.64312,
1.060000,16.141188,23.984225,40.125413,-0.45275,2.42789,-0.955771,0.819204,-1.32301,2.31911,-1.57268,-1.21031,-4.7233,1.03893,2.29994,-8.80172,-3.0577,-2.66097,
1.065000,16.832505,23.292522,40.125027,-0.458816,2.40406,-0.950538,0.830389,-1.36715,2.30341,-1.58603,-1.21675,-4.80614,1.05521,2.16922,-8.84978,-3.22955,-2.68205,
1.070000,17.530023,22.594581,40.124604,-0.464917,2.37983,-0.945219,0.840897,-1.41151,2.28681,-1.5995,-1.2239,-4.88497,1.07329,2.02918,-8.88918,-3.41694,-2.7059,
1.075000,18.232839,21.891302,40.124141,-0.471055,2.35521,-0.939804,0.850681,-1.45604,2.26924,-1.61309,-1.23173,-4.95958,1.09371,1.87975,-8.91913,-3.62147,-2.73197,
1.080000,18.940035,21.183602,40.123637,-0.477234,2.33023,-0.934281,0.859695,-1.5007,2.2506,-1.62682,-1.24018,-5.02975,1.11701,1.7209,-8.93879,-3.84473,-2.75964,
1.085000,19.650676,20.472413,40.123088,-0.483457,2.30491,-0.928634,0.86789,-1.54543,2.23079,-1.64069,-1.24915,-5.09523,1.14375,1.5526,-8.94728,-4.08838,-2.78823,
1.090000,20.363817,19.758678,40.122494,-0.489726,2.27928,-0.922844,0.875221,-1.59017,2.20971,-1.6547,-1.25852,-5.15579,1.17452,1.37487,-8.94372,-4.35407,-2.81701,
1.095000,21.078504,19.043350,40.121854,-0.496042,2.25335,-0.916888,0.88164,-1.63487,2.18725,-1.66886,-1.26813,-5.21117,1.20991,1.18773,-8.92719,-4.64346,-2.84525,
1.100000,21.793778,18.327389,40.121166,-0.502407,2.22717,-0.910744,0.887099,-1.67945,2.16328,-1.68315,-1.2778,-5.26111,1.25051,0.991258,-8.89673,-4.95825,-2.87217,
1.105000,22.508677,17.611757,40.120433,-0.50882,2.20074,-0.904383,0.891553,-1.72383,2.13767,-1.69758,-1.2873,-5.30533,1.29691,0.785567,-8.85138,-5.3001,-2.89705,
1.110000,23.222239,16.897419,40.119658,-0.51528,2.17411,-0.897775,0.894955,-1.76796,2.11028,-1.71212,-1.29642,-5.34352,1.34966,0.57081,-8.79017,-5.6707,-2.91921,
1.115000,23.933506,16.185340,40.118846,-0.521784,2.14731,-0.890886,0.897262,-1.81174,2.08096,-1.72677,-1.3049,-5.37537,1.40923,0.347191,-8.71209,-6.0717,-2.93805,
1.120000,24.641526,15.476482,40.118007,-0.528329,2.12036,-0.883682,0.898428,-1.85508,2.04956,-1.7415,-1.31255,-5.40055,1.47601,0.114965,-8.61613,-6.50477,-2.95309,
1.125000,25.345356,14.771801,40.117157,-0.53491,2.0933,-0.876126,0.898412,-1.8979,2.01591,-1.7563,-1.31919,-5.41871,1.55023,-0.125557,-8.50125,-6.97153,-2.96403,
1.130000,26.044062,14.072250,40.116313,-0.541521,2.06617,-0.86818,0.897173,-1.94009,1.97984,-1.77115,-1.32476,-5.42949,1.63191,-0.37402,-8.36642,-7.47357,-2.97078,
1.135000,26.736725,13.378776,40.115501,-0.548157,2.03901,-0.859807,0.894673,-1.98156,1.94118,-1.78601,-1.32931,-5.43249,1.72081,-0.630027,-8.21058,-8.01242,-2.97355,
1.140000,27.422435,12.692317,40.114752,-0.554814,2.01185,-0.850972,0.890874,-2.0222,1.89972,-1.80088,-1.33308,-5.42733,1.81639,-0.893172,-8.03269,-8.5895,-2.97288,
1.145000,28.100291,12.013805,40.114096,-0.561488,1.98474,-0.841643,0.885742,-2.06189,1.85528,-1.81574,-1.33652,-5.41362,1.91776,-1.16306,-7.83174,-9.2061,-2.96975,
1.150000,28.769400,11.344165,40.113565,-0.568179,1.95771,-0.831794,0.879244,-2.10051,1.80766,-1.83058,-1.34034,-5.39095,2.02372,-1.43938,-7.60679,-9.86332,-2.96571,
1.155000,29.428864,10.684320,40.113184,-0.574891,1.93083,-0.821406,0.871349,-2.13795,1.75665,-1.8454,-1.34545,-5.35899,2.13277,-1.72193,-7.35699,-10.562,-2.96288,
1.160000,30.077777,10.035189,40.112965,-0.581634,1.90412,-0.810467,0.862026,-2.17408,1.70204,-1.86021,-1.35299,-5.31739,2.24325,-2.01068,-7.08165,-11.3026,-2.96418,
1.165000,30.715206,9.397697,40.112903,-0.588421,1.87765,-0.798974,0.851243,-2.20877,1.64362,-1.87504,-1.36419,-5.26587,2.35349,-2.30587,-6.78026,-12.0854,-2.97329,
1.170000,31.340190,8.772782,40.112972,-0.595276,1.85146,-0.786932,0.838968,-2.24188,1.58119,-1.88995,-1.38025,-5.20419,2.46201,-2.60798,-6.4525,-12.91,-2.9948,
1.175000,31.951718,8.161407,40.113125,-0.602224,1.82561,-0.774354,0.825163,-2.27329,1.51452,-1.90499,-1.40225,-5.13216,2.56766,-2.91774,-6.09825,-13.7758,-3.03416,
1.180000,32.548720,7.564576,40.113296,-0.609298,1.80014,-0.761256,0.80979,-2.30286,1.44343,-1.92029,-1.43104,-5.04963,2.66984,-3.23608,-5.71753,-14.6815,-3.09763,
1.185000,33.130048,6.983358,40.113406,-0.616534,1.77511,-0.747656,0.792803,-2.33047,1.36771,-1.93597,-1.46711,-4.95648,2.7685,-3.56403,-5.3105,-15.6252,-3.19216,
1.190000,33.694457,6.418909,40.113366,-0.623969,1.75058,-0.733571,0.77415,-2.35597,1.28718,-1.95221,-1.51059,-4.85261,2.86429,-3.90254,-4.87746,-16.6041,-3.32508,
1.195000,34.240577,5.872504,40.113081,-0.63164,1.72659,-0.719012,0.753778,-2.37924,1.20167,-1.96923,-1.56129,-4.73798,2.95845,-4.2523,-4.41895,-17.6143,-3.50374,
1.200000,34.766886,5.345572,40.112458,-0.639582,1.7032,-0.703986,0.731628,-2.40016,1.11103,-1.98726,-1.61867,-4.61262,3.05292,-4.6135,-3.93597,-18.6499,-3.73479,
1.205000,35.271681,4.839726,40.111407,-0.647827,1.68046,-0.688483,0.707644,-2.4186,1.01517,-2.00658,-1.68189,-4.47668,3.15039,-4.98553,-3.43046,-19.7029,-4.02326,
1.210000,35.753065,4.356799,40.109865,-0.656401,1.65843,-0.672481,0.681774,-2.43446,0.914006,-2.02749,-1.74988,-4.33054,3.25445,-5.36663,-2.90602,-20.7617,-4.37108,
1.215000,36.208950,3.898862,40.107813,-0.665325,1.63716,-0.655937,0.653979,-2.44766,0.807554,-2.05029,-1.82125,-4.17487,3.37003,-5.75354,-2.36889,-21.8108,-4.77515,
1.220000,36.637094,3.468226,40.105320,-0.674613,1.61668,-0.63878,0.624241,-2.45815,0.695903,-2.07524,-1.89435,-4.01077,3.5038,-6.14115,-1.8292,-22.8292,-5.22495,
1.225000,37.035171,3.067407,40.102578,-0.684269,1.59705,-0.620897,0.592571,-2.46595,0.579267,-2.10254,-1.96713,-3.83985,3.66489,-6.52232,-1.30209,-23.7909,-5.70018,
1.230000,37.400851,2.699058,40.099909,-0.694284,1.57828,-0.602128,0.559022,-2.47118,0.458001,-2.13224,-2.03714,-3.6642,3.86556,-6.88798,-0.808355,-24.6647,-6.1693,
1.235000,37.731878,2.365832,40.097710,-0.70464,1.5604,-0.582237,0.523696,-2.47405,0.332628,-2.16422,-2.10148,-3.48628,4.12178,-7.22773,-0.373839,-25.4163,-6.59034,
1.240000,38.026107,2.070215,40.096322,-0.715299,1.54342,-0.560904,0.48675,-2.47493,0.203846,-2.19813,-2.15665,-3.30852,4.45332,-7.531,-0.0270109,-26.0122,-6.91538,
1.245000,38.281537,1.814324,40.095861,-0.726206,1.52732,-0.537697,0.448391,-2.47433,0.0725116,-2.23336,-2.19852,-3.13282,4.8831,-7.78865,0.205229,-26.4243,-7.09869,
1.250000,38.496420,1.599733,40.096153,-0.737284,1.51209,-0.512065,0.408867,-2.47289,-0.0603955,-2.2691,-2.22207,-2.95993,5.43569,-7.99452,0.30248,-26.6353,-7.10663,
1.255000,38.669489,1.427347,40.096836,-0.748427,1.49772,-0.483331,0.368449,-2.47132,-0.193844,-2.30442,-2.22118,-2.789,6.13514,-8.14642,0.254708,-26.6424,-6.92546,
1.260000,38.800262,1.297365,40.097626,-0.759496,1.4842,-0.450705,0.327406,-2.47035,-0.326825,-2.33836,-2.1883,-2.61751,7.00272,-8.24621,0.0636007,-26.458,-6.56369,
1.265000,38.889258,1.209316,40.098574,-0.77031,1.47155,-0.413296,0.28599,-2.47069,-0.458432,-2.37006,-2.11408,-2.44169,8.05536,-8.29893,-0.258703,-26.1076,-6.04833,
1.270000,38.938001,1.162155,40.100156,-0.780637,1.45979,-0.370143,0.24442,-2.47295,-0.587911,-2.39885,-1.98683,-2.25731,9.30493,-8.31124,-0.692219,-25.6246,-5.41725,
1.275000,38.948753,1.154374,40.103127,-0.790179,1.44898,-0.320239,0.202882,-2.47763,-0.714686,-2.42424,-1.79199,-2.06109,10.758,-8.28954,-1.21132,-25.0446,-4.71122,
1.280000,38.924014,1.184100,40.108115,-0.798558,1.43918,-0.262556,0.161531,-2.48508,-0.838362,-2.44597,-1.51142,-1.8524,12.4153,-8.23758,-1.78514,-24.3999,-3.96773,
1.285000,38.865832,1.249137,40.114969,-0.805295,1.43045,-0.19608,0.120514,-2.49549,-0.958687,-2.46393,-1.12346,-1.63577,14.2681,-8.15339,-2.37542,-23.7148,-3.21681,
1.290000,38.775028,1.346932,40.121959,-0.809795,1.42282,-0.119872,0.080009,-2.50885,-1.0755,-2.47814,-0.604839,-1.42378,16.2902,-8.0255,-2.93191,-23.001,-2.47731,
1.295000,38.650910,1.474468,40.125379,-0.811349,1.4162,-0.0331866,0.0402768,-2.52482,-1.18868,-2.48869,0.0624373,-1.23981,18.4212,-7.83017,-3.38733,-22.2555,-1.75081,
1.300000,38.492649,1.628201,40.120850,-0.809186,1.4104,0.0643071,0.0017302,-2.54272,-1.29804,-2.49563,0.876707,-1.11725,20.5469,-7.53473,-3.65905,-21.4599,-1.01236,
1.305000,38.302902,1.804276,40.107177,-0.802616,1.40501,0.172217,-0.0350464,-2.56141,-1.40326,-2.49879,1.79794,-1.09032,22.4967,-7.11469,-3.66942,-20.5889,-0.204321,
1.310000,38.090440,1.999203,40.089642,-0.79126,1.39948,0.289187,-0.0694003,-2.57942,-1.5039,-2.49764,2.74273,-1.17613,24.0885,-6.58141,-3.38597,-19.6265,0.750419,
1.315000,37.866219,2.210667,40.076886,-0.775246,1.39324,0.413029,-0.100855,-2.59528,-1.59949,-2.49126,3.61234,-1.36232,25.2122,-5.99346,-2.84908,-18.5793,1.90947,
1.320000,37.635718,2.437873,40.073591,-0.755175,1.38586,0.541276,-0.129332,-2.60792,-1.68967,-2.47855,4.33661,-1.61589,25.8745,-5.4308,-2.15029,-17.4724,3.27619,
1.325000,37.397015,2.681326,40.078341,-0.73189,1.37708,0.671772,-0.155152,-2.61678,-1.7742,-2.45852,4.89259,-1.90391,26.1631,-4.95671,-1.38171,-16.3333,4.80233,
1.330000,37.144748,2.942401,40.087150,-0.706241,1.36681,0.802913,-0.178881,-2.62172,-1.85298,-2.43056,5.29075,-2.20602,26.1813,-4.60224,-0.604838,-15.1814,6.41615,
1.335000,36.873609,3.222987,40.096597,-0.678969,1.35501,0.933586,-0.201155,-2.6228,-1.92599,-2.39439,5.55353,-2.51434,26.0095,-4.37291,0.151028,-14.0276,8.04706,
1.340000,36.579332,3.525258,40.104590,-0.650692,1.34166,1.063,-0.222593,-2.62018,-1.99324,-2.35011,5.70222,-2.82858,25.6978,-4.2609,0.878047,-12.8776,9.63647,
1.345000,36.258473,3.851532,40.110006,-0.621936,1.32672,1.19056,-0.243751,-2.614,-2.05475,-2.29804,5.75228,-3.15141,25.2715,-4.25334,1.57995,-11.735,11.1398,
1.350000,35.908093,4.204161,40.112255,-0.593162,1.31014,1.31571,-0.265116,-2.60436,-2.11058,-2.23871,5.71333,-3.4856,24.7392,-4.33584,2.26613,-10.6023,12.5253,
1.355000,35.525680,4.585417,40.111097,-0.564797,1.29185,1.43794,-0.287101,-2.59131,-2.16076,-2.17279,5.59071,-3.83233,24.1002,-4.49319,2.94858,-9.48205,13.7717,
1.360000,35.109341,4.997338,40.106679,-0.537251,1.27181,1.5567,-0.310041,-2.57485,-2.20538,-2.101,5.3876,-4.19009,23.3495,-4.70861,3.63994,-8.37623,14.867,
1.365000,34.658143,5.441542,40.099685,-0.510918,1.24995,1.67142,-0.33418,-2.5549,-2.24452,-2.02411,5.10727,-4.554,22.4824,-4.96286,4.35185,-7.28687,15.8068,
1.370000,34.172432,5.919004,40.091437,-0.486173,1.22627,1.78152,-0.359661,-2.53133,-2.27825,-1.94292,4.7554,-4.91558,21.4993,-5.23376,5.09288,-6.21611,16.5924,
1.375000,33.653896,6.429854,40.083751,-0.463357,1.2008,1.88642,-0.386509,-2.50397,-2.30667,-1.85818,4.34185,-5.26327,20.4092,-5.49691,5.86638,-5.16678,17.2302,
1.380000,33.105240,6.973243,40.078483,-0.442745,1.17364,1.98563,-0.414622,-2.47267,-2.32991,-1.77061,3.88158,-5.58376,19.2323,-5.72774,6.66878,-4.14293,17.7298,
