h=0.005,t=5seconds
Time, Kinetic Energy, Potential Energy, Total Energy,q1,q2,q3,q4,q5,q6,q7,q1d,q2d,q3d,q4d,q5d,q6d,q7d
0.695000,2.740971,15.669376,18.410347,0.550327,0.546191,0.646877,0.509383,0.576327,0.253011,0.636253,1.03088,0.946489,1.26011,0.159793,0.60796,0.329513,0.954957,
0.700000,2.740972,15.556782,18.297754,0.5555,0.550928,0.653203,0.510155,0.579347,0.254665,0.641026,1.0383,0.947966,1.27024,0.148981,0.599906,0.332042,0.953993,
0.705000,2.740972,15.445349,18.186321,0.56071,0.555671,0.65958,0.510873,0.582326,0.256332,0.645793,1.04582,0.949358,1.28053,0.138241,0.591765,0.33455,0.953014,
0.710000,2.740972,15.335084,18.076056,0.565958,0.560421,0.666008,0.511538,0.585264,0.258011,0.650556,1.05346,0.950661,1.29097,0.127579,0.58354,0.337033,0.952021,
0.715000,2.740973,15.225992,17.966965,0.571245,0.565178,0.672489,0.512149,0.588161,0.259702,0.655313,1.0612,0.951874,1.30158,0.116996,0.575231,0.339489,0.951014,
0.720000,2.740973,15.118082,17.859055,0.57657,0.56994,0.679024,0.512708,0.591017,0.261406,0.660066,1.06905,0.952994,1.31235,0.106496,0.566841,0.341918,0.949993,
0.725000,2.740973,15.011360,17.752333,0.581935,0.574708,0.685613,0.513214,0.59383,0.263121,0.664813,1.07702,0.954021,1.32329,0.0960814,0.55837,0.344315,0.948958,
0.730000,2.740973,14.905832,17.646805,0.58734,0.57948,0.692257,0.513668,0.5966,0.264849,0.669555,1.0851,0.954952,1.33439,0.0857559,0.549819,0.346681,0.947911,
0.735000,2.740973,14.801506,17.542479,0.592786,0.584257,0.698957,0.514071,0.599328,0.266588,0.674292,1.09329,0.955785,1.34565,0.0755222,0.541192,0.349012,0.94685,
0.740000,2.740974,14.698388,17.439362,0.598273,0.589038,0.705714,0.514424,0.602012,0.268339,0.679024,1.10159,0.956517,1.35708,0.0653832,0.532488,0.351306,0.945776,
0.745000,2.740974,14.596486,17.337460,0.603802,0.593822,0.712528,0.514725,0.604653,0.270101,0.68375,1.11001,0.957148,1.36868,0.0553419,0.523709,0.353563,0.94469,
0.750000,2.740974,14.495806,17.236780,0.609373,0.598609,0.7194,0.514977,0.607249,0.271874,0.688471,1.11854,0.957674,1.38045,0.0454013,0.514858,0.355779,0.943592,
0.755000,2.740974,14.396355,17.137329,0.614987,0.603399,0.726332,0.515179,0.609801,0.273659,0.693186,1.12719,0.958095,1.39238,0.0355643,0.505937,0.357954,0.942481,
0.760000,2.740974,14.298140,17.039114,0.620645,0.60819,0.733324,0.515333,0.612309,0.275454,0.697896,1.13595,0.958407,1.40448,0.0258338,0.496946,0.360084,0.941358,
0.765000,2.740975,14.201168,16.942142,0.626347,0.612983,0.740377,0.515438,0.614771,0.27726,0.7026,1.14484,0.95861,1.41675,0.0162126,0.487888,0.362169,0.940224,
0.770000,2.740975,14.105445,16.846419,0.632094,0.617776,0.747492,0.515495,0.617188,0.279076,0.707298,1.15383,0.9587,1.42918,0.00670359,0.478766,0.364206,0.939077,
0.775000,2.740975,14.010978,16.751953,0.637885,0.62257,0.754669,0.515505,0.619559,0.280902,0.71199,1.16295,0.958676,1.44179,-0.00269037,0.46958,0.366195,0.937919,
0.780000,2.740975,13.917774,16.658749,0.643723,0.627363,0.761909,0.515468,0.621883,0.282738,0.716677,1.17219,0.958536,1.45456,-0.0119665,0.460335,0.368132,0.936748,
0.785000,2.740975,13.825841,16.566815,0.649607,0.632155,0.769214,0.515385,0.624162,0.284583,0.721358,1.18154,0.958277,1.46751,-0.0211221,0.451031,0.370017,0.935566,
0.790000,2.740975,13.735184,16.476158,0.655538,0.636946,0.776585,0.515257,0.626394,0.286438,0.726033,1.19101,0.957898,1.48062,-0.0301543,0.441671,0.371848,0.934372,
0.795000,2.740975,13.645810,16.386784,0.661517,0.641734,0.784021,0.515083,0.628579,0.288302,0.730702,1.20061,0.957396,1.4939,-0.0390606,0.432257,0.373622,0.933166,
0.800000,2.740975,13.557725,16.298700,0.667545,0.64652,0.791524,0.514866,0.630716,0.290174,0.735364,1.21032,0.956769,1.50735,-0.0478381,0.422793,0.375339,0.931948,
0.805000,2.740975,13.470938,16.211912,0.673621,0.651302,0.799094,0.514605,0.632807,0.292055,0.740021,1.22016,0.956016,1.52096,-0.0564843,0.413281,0.376997,0.930719,
0.810000,2.740974,13.385453,16.126428,0.679746,0.65608,0.806733,0.514301,0.634849,0.293944,0.744672,1.23011,0.955133,1.53475,-0.0649967,0.403724,0.378594,0.929477,
0.815000,2.740974,13.301278,16.042252,0.685922,0.660853,0.814442,0.513955,0.636844,0.295841,0.749316,1.24019,0.95412,1.5487,-0.0733726,0.394125,0.380129,0.928223,
0.820000,2.740974,13.218419,15.959393,0.692148,0.665621,0.82222,0.513568,0.63879,0.297745,0.753954,1.25039,0.952973,1.56281,-0.0816096,0.384486,0.381599,0.926956,
0.825000,2.740974,13.136882,15.877856,0.698426,0.670383,0.83007,0.513139,0.640689,0.299657,0.758585,1.26071,0.951691,1.57709,-0.0897053,0.374812,0.383004,0.925677,
0.830000,2.740974,13.056674,15.797648,0.704755,0.675138,0.837991,0.51267,0.642539,0.301575,0.763211,1.27115,0.950271,1.59153,-0.0976573,0.365104,0.384342,0.924385,
0.835000,2.740973,12.977801,15.718774,0.711137,0.679886,0.845985,0.512162,0.64434,0.3035,0.767829,1.28172,0.948712,1.60613,-0.105463,0.355367,0.385612,0.923081,
0.840000,2.740973,12.900269,15.641242,0.717572,0.684625,0.854052,0.511616,0.646092,0.305431,0.772441,1.29241,0.94701,1.62089,-0.113121,0.345604,0.386811,0.921763,
0.845000,2.740973,12.824084,15.565057,0.724061,0.689356,0.862194,0.511031,0.647796,0.307368,0.777047,1.30321,0.945165,1.63581,-0.120628,0.335818,0.387939,0.920432,
0.850000,2.740972,12.749253,15.490225,0.730605,0.694077,0.87041,0.51041,0.64945,0.309311,0.781646,1.31414,0.943173,1.65088,-0.127983,0.326014,0.388993,0.919088,
0.855000,2.740972,12.675780,15.416752,0.737203,0.698788,0.878703,0.509751,0.651056,0.311258,0.786238,1.32519,0.941033,1.66611,-0.135183,0.316195,0.389974,0.917729,
0.860000,2.740971,12.603673,15.344644,0.743856,0.703487,0.887071,0.509058,0.652612,0.313211,0.790823,1.33636,0.938742,1.68149,-0.142226,0.306365,0.390878,0.916357,
0.865000,2.740970,12.532937,15.273908,0.750566,0.708175,0.895518,0.508329,0.65412,0.315167,0.795401,1.34765,0.936298,1.69701,-0.149111,0.296529,0.391706,0.914971,
0.870000,2.740970,12.463578,15.204547,0.757333,0.71285,0.904042,0.507567,0.655578,0.317128,0.799973,1.35906,0.933699,1.71268,-0.155837,0.286689,0.392455,0.91357,
0.875000,2.740969,12.395600,15.136569,0.764157,0.717512,0.912644,0.506771,0.656986,0.319092,0.804537,1.37059,0.930943,1.72849,-0.1624,0.276852,0.393123,0.912154,
0.880000,2.740968,12.329010,15.069979,0.771039,0.72216,0.921327,0.505943,0.658346,0.321059,0.809094,1.38224,0.928027,1.74444,-0.1688,0.26702,0.393711,0.910724,
0.885000,2.740967,12.263814,15.004781,0.777979,0.726792,0.930089,0.505083,0.659657,0.323029,0.813644,1.39401,0.92495,1.76053,-0.175035,0.257199,0.394216,0.909278,
0.890000,2.740966,12.200015,14.940982,0.784979,0.731409,0.938932,0.504192,0.660918,0.325001,0.818187,1.40589,0.921709,1.77675,-0.181104,0.247393,0.394637,0.907816,
0.895000,2.740965,12.137620,14.878586,0.792038,0.736009,0.947856,0.503272,0.662131,0.326975,0.822722,1.41789,0.918303,1.79309,-0.187006,0.237608,0.394973,0.906339,
0.900000,2.740964,12.076634,14.817598,0.799158,0.740592,0.956863,0.502322,0.663294,0.328951,0.82725,1.43,0.914728,1.80955,-0.19274,0.227847,0.395222,0.904846,
0.905000,2.740963,12.017060,14.758024,0.806338,0.745157,0.965952,0.501344,0.664409,0.330927,0.831771,1.44222,0.910984,1.82614,-0.198305,0.218117,0.395384,0.903337,
0.910000,2.740962,11.958905,14.699868,0.81358,0.749702,0.975124,0.500339,0.665475,0.332905,0.836284,1.45456,0.907067,1.84283,-0.2037,0.208421,0.395457,0.901812,
0.915000,2.740961,11.902173,14.643134,0.820884,0.754227,0.98438,0.499307,0.666493,0.334882,0.840789,1.467,0.902976,1.85964,-0.208924,0.198765,0.39544,0.90027,
0.920000,2.740959,11.846868,14.587828,0.82825,0.758732,0.99372,0.49825,0.667463,0.336859,0.845287,1.47955,0.898708,1.87654,-0.213977,0.189155,0.395332,0.898711,
0.925000,2.740958,11.792995,14.533953,0.835679,0.763214,1.00315,0.497168,0.668385,0.338835,0.849776,1.49221,0.894262,1.89355,-0.21886,0.179596,0.395131,0.897136,
0.930000,2.740957,11.740558,14.481514,0.843172,0.767674,1.01266,0.496061,0.669259,0.34081,0.854258,1.50497,0.889636,1.91064,-0.223571,0.170093,0.394837,0.895543,
0.935000,2.740955,11.689560,14.430515,0.850729,0.772111,1.02225,0.494932,0.670086,0.342784,0.858732,1.51784,0.884828,1.92782,-0.228111,0.160652,0.394449,0.893934,
0.940000,2.740953,11.640007,14.380960,0.85835,0.776523,1.03193,0.49378,0.670866,0.344755,0.863197,1.5308,0.879836,1.94507,-0.23248,0.151278,0.393965,0.892308,
0.945000,2.740951,11.591902,14.332853,0.866037,0.780909,1.0417,0.492607,0.671599,0.346723,0.867655,1.54386,0.874657,1.9624,-0.236679,0.141977,0.393385,0.890665,
0.950000,2.740950,11.545248,14.286197,0.873789,0.785269,1.05156,0.491413,0.672285,0.348689,0.872104,1.55701,0.869291,1.97979,-0.240709,0.132755,0.392707,0.889005,
0.955000,2.740948,11.500049,14.240996,0.881607,0.789602,1.0615,0.4902,0.672926,0.35065,0.876545,1.57026,0.863735,1.99724,-0.24457,0.123617,0.391932,0.887328,
0.960000,2.740946,11.456308,14.197253,0.889492,0.793907,1.07153,0.488968,0.673521,0.352608,0.880977,1.58359,0.857987,2.01473,-0.248264,0.114569,0.391057,0.885634,
0.965000,2.740943,11.414029,14.154972,0.897443,0.798182,1.08165,0.487717,0.674072,0.354561,0.885401,1.59701,0.852047,2.03227,-0.251792,0.105617,0.390082,0.883924,
0.970000,2.740941,11.373214,14.114155,0.905462,0.802427,1.09185,0.48645,0.674578,0.356509,0.889816,1.61051,0.845912,2.04984,-0.255155,0.0967665,0.389007,0.882197,
0.975000,2.740939,11.333867,14.074806,0.913548,0.806641,1.10215,0.485166,0.675039,0.358451,0.894223,1.62409,0.83958,2.06743,-0.258356,0.0880234,0.38783,0.880455,
0.980000,2.740936,11.295990,14.036926,0.921703,0.810823,1.11253,0.483866,0.675458,0.360387,0.898621,1.63774,0.833051,2.08505,-0.261397,0.0793934,0.386551,0.878697,
0.985000,2.740934,11.259586,14.000520,0.929926,0.814972,1.123,0.482552,0.675833,0.362316,0.90301,1.65146,0.826322,2.10266,-0.26428,0.0708822,0.38517,0.876923,
0.990000,2.740931,11.224657,13.965588,0.938217,0.819086,1.13355,0.481223,0.676167,0.364239,0.90739,1.66525,0.819393,2.12028,-0.267009,0.0624953,0.383685,0.875135,
0.995000,2.740929,11.191205,13.932134,0.946578,0.823166,1.1442,0.479882,0.676458,0.366153,0.911761,1.6791,0.812262,2.13788,-0.269585,0.0542384,0.382097,0.873333,
1.000000,2.740926,11.159233,13.900159,0.955008,0.827209,1.15493,0.478528,0.676709,0.36806,0.916123,1.69301,0.804928,2.15547,-0.272012,0.0461168,0.380406,0.871517,
1.005000,2.740923,11.128742,13.869665,0.963508,0.831215,1.16575,0.477162,0.67692,0.369957,0.920477,1.70697,0.797389,2.17302,-0.274294,0.0381361,0.37861,0.869688,
1.010000,2.740920,11.099735,13.840655,0.972078,0.835183,1.17666,0.475785,0.67709,0.371846,0.92482,1.72098,0.789646,2.19053,-0.276434,0.0303013,0.376709,0.867846,
1.015000,2.740917,11.072213,13.813130,0.980718,0.839111,1.18766,0.474397,0.677223,0.373724,0.929155,1.73503,0.781695,2.208,-0.278437,0.0226177,0.374705,0.865994,
1.020000,2.740913,11.046177,13.787090,0.989428,0.843,1.19874,0.473,0.677317,0.375593,0.93348,1.74912,0.773538,2.2254,-0.280307,0.0150901,0.372596,0.864131,
1.025000,2.740910,11.021629,13.762539,0.998209,0.846847,1.20991,0.471594,0.677373,0.37745,0.937796,1.76324,0.765173,2.24273,-0.282048,0.00772342,0.370382,0.862258,
1.030000,2.740907,10.998570,13.739476,1.00706,0.850651,1.22117,0.47018,0.677394,0.379297,0.942103,1.77738,0.7566,2.25998,-0.283666,0.000522098,0.368064,0.860376,
1.035000,2.740903,10.977000,13.717904,1.01598,0.854413,1.23251,0.468758,0.677379,0.381131,0.9464,1.79155,0.747817,2.27714,-0.285166,-0.00650946,0.365643,0.858488,
1.040000,2.740900,10.956922,13.697822,1.02498,0.85813,1.24394,0.467328,0.677329,0.382953,0.950688,1.80573,0.738824,2.2942,-0.286554,-0.0133671,0.363117,0.856593,
1.045000,2.740896,10.938335,13.679231,1.03404,0.861801,1.25546,0.465892,0.677245,0.384762,0.954966,1.81991,0.729622,2.31114,-0.287835,-0.0200471,0.360489,0.854692,
1.050000,2.740892,10.921241,13.662133,1.04318,0.865426,1.26705,0.46445,0.677128,0.386558,0.959235,1.8341,0.720209,2.32796,-0.289016,-0.0265458,0.357758,0.852789,
1.055000,2.740888,10.905640,13.646528,1.05238,0.869003,1.27873,0.463002,0.67698,0.38834,0.963494,1.84828,0.710585,2.34465,-0.290102,-0.0328598,0.354926,0.850883,
1.060000,2.740884,10.891531,13.632416,1.06166,0.872532,1.2905,0.461549,0.6768,0.390107,0.967743,1.86245,0.700752,2.36119,-0.291102,-0.0389863,0.351993,0.848976,
1.065000,2.740880,10.878917,13.619797,1.07101,0.87601,1.30235,0.460091,0.67659,0.39186,0.971984,1.8766,0.690707,2.37758,-0.292021,-0.0449227,0.34896,0.84707,
1.070000,2.740876,10.867795,13.608671,1.08042,0.879439,1.31428,0.458629,0.676351,0.393597,0.976214,1.89072,0.680453,2.3938,-0.292867,-0.0506666,0.345828,0.845166,
1.075000,2.740872,10.858168,13.599040,1.08991,0.882815,1.32628,0.457162,0.676083,0.395318,0.980435,1.90481,0.669989,2.40985,-0.293648,-0.0562162,0.342599,0.843266,
1.080000,2.740867,10.850034,13.590902,1.09947,0.886139,1.33837,0.455692,0.675788,0.397023,0.984647,1.91886,0.659315,2.42571,-0.294371,-0.06157,0.339273,0.841372,
1.085000,2.740863,10.843394,13.584257,1.1091,0.889408,1.35054,0.454218,0.675467,0.398711,0.988849,1.93286,0.648432,2.44137,-0.295045,-0.0667269,0.335854,0.839485,
1.090000,2.740859,10.838247,13.579106,1.1188,0.892623,1.36279,0.452742,0.675121,0.400381,0.993042,1.9468,0.637341,2.45682,-0.295678,-0.0716863,0.332341,0.837608,
1.095000,2.740854,10.834593,13.575447,1.12857,0.895782,1.37511,0.451262,0.67475,0.402034,0.997225,1.96067,0.626042,2.47206,-0.296278,-0.0764481,0.328738,0.835742,
1.100000,2.740850,10.832432,13.573282,1.13841,0.898883,1.38751,0.449779,0.674357,0.403669,1.0014,1.97447,0.614537,2.48708,-0.296855,-0.0810124,0.325046,0.833889,
1.105000,2.740845,10.831763,13.572608,1.14831,0.901927,1.39998,0.448293,0.67394,0.405285,1.00556,1.98819,0.602826,2.50186,-0.297416,-0.0853802,0.321267,0.832051,
1.110000,2.740840,10.832586,13.573426,1.15829,0.904912,1.41253,0.446805,0.673503,0.406881,1.00972,2.00182,0.590911,2.51639,-0.297971,-0.0895525,0.317403,0.83023,
1.115000,2.740836,10.834900,13.575735,1.16833,0.907836,1.42514,0.445313,0.673045,0.408459,1.01387,2.01536,0.578793,2.53067,-0.29853,-0.0935313,0.313457,0.828428,
1.120000,2.740831,10.838704,13.579535,1.17844,0.910699,1.43783,0.443819,0.672567,0.410016,1.018,2.02878,0.566473,2.5447,-0.299102,-0.0973187,0.309432,0.826648,
1.125000,2.740826,10.843999,13.584825,1.18862,0.913501,1.45059,0.442322,0.672072,0.411553,1.02213,2.04209,0.553952,2.55845,-0.299697,-0.100918,0.305329,0.82489,
1.130000,2.740821,10.850783,13.591605,1.19886,0.916239,1.46342,0.440822,0.671558,0.413069,1.02625,2.05527,0.541233,2.57192,-0.300323,-0.104332,0.301153,0.823158,
1.135000,2.740817,10.859057,13.599873,1.20917,0.918913,1.47631,0.439319,0.671028,0.414565,1.03036,2.06832,0.528318,2.58511,-0.300992,-0.107564,0.296906,0.821453,
1.140000,2.740812,10.868818,13.609630,1.21955,0.921522,1.48927,0.437812,0.670483,0.416038,1.03447,2.08123,0.515207,2.59801,-0.301712,-0.11062,0.292591,0.819777,
1.145000,2.740807,10.880067,13.620874,1.22999,0.924065,1.50229,0.436302,0.669922,0.41749,1.03856,2.09398,0.501903,2.61061,-0.302494,-0.113504,0.288211,0.818133,
1.150000,2.740802,10.892803,13.633605,1.24049,0.926541,1.51538,0.434787,0.669348,0.41892,1.04265,2.10658,0.488409,2.62291,-0.303348,-0.116223,0.283771,0.816522,
1.155000,2.740797,10.907025,13.647823,1.25105,0.928949,1.52852,0.433269,0.66876,0.420328,1.04673,2.11901,0.474725,2.6349,-0.304284,-0.118781,0.279272,0.814946,
1.160000,2.740792,10.922734,13.663526,1.26168,0.931288,1.54172,0.431745,0.66816,0.421713,1.0508,2.13126,0.460855,2.64658,-0.305311,-0.121185,0.27472,0.813408,
1.165000,2.740788,10.939928,13.680715,1.27236,0.933558,1.55499,0.430215,0.667548,0.423075,1.05486,2.14332,0.446802,2.65794,-0.306439,-0.123444,0.270117,0.811908,
1.170000,2.740783,10.958606,13.699389,1.28311,0.935756,1.5683,0.42868,0.666925,0.424414,1.05892,2.15519,0.432567,2.66897,-0.307679,-0.125565,0.265468,0.81045,
1.175000,2.740778,10.978770,13.719548,1.29392,0.937884,1.58168,0.427139,0.666292,0.42573,1.06297,2.16685,0.418153,2.67969,-0.309039,-0.127555,0.260777,0.809034,
1.180000,2.740773,11.000418,13.741192,1.30478,0.939938,1.5951,0.42559,0.66565,0.427022,1.06701,2.1783,0.403562,2.69007,-0.31053,-0.129425,0.256048,0.807663,
1.185000,2.740769,11.023550,13.764319,1.3157,0.941919,1.60858,0.424033,0.664998,0.428291,1.07104,2.18952,0.388799,2.70012,-0.312161,-0.131183,0.251284,0.806337,
1.190000,2.740764,11.048166,13.788931,1.32667,0.943826,1.6221,0.422468,0.664338,0.429535,1.07507,2.20052,0.373865,2.70984,-0.313941,-0.132839,0.246491,0.80506,
1.195000,2.740760,11.074267,13.815027,1.3377,0.945658,1.63567,0.420894,0.66367,0.430755,1.07909,2.21127,0.358764,2.71923,-0.315879,-0.134404,0.241672,0.803831,
1.200000,2.740755,11.101851,13.842607,1.34879,0.947414,1.64929,0.419309,0.662994,0.431952,1.08311,2.22178,0.343499,2.72828,-0.317985,-0.135889,0.236833,0.802652,
1.205000,2.740751,11.130920,13.871671,1.35992,0.949093,1.66296,0.417714,0.662311,0.433124,1.08712,2.23203,0.328072,2.737,-0.320266,-0.137305,0.231976,0.801525,
1.210000,2.740747,11.161474,13.902221,1.37111,0.950694,1.67666,0.416107,0.661621,0.434271,1.09112,2.24202,0.312488,2.74539,-0.322731,-0.138663,0.227107,0.80045,
1.215000,2.740743,11.193513,13.934255,1.38234,0.952218,1.69041,0.414487,0.660924,0.435395,1.09512,2.25173,0.296749,2.75344,-0.325388,-0.139976,0.222231,0.799428,
1.220000,2.740739,11.227037,13.967776,1.39362,0.953662,1.7042,0.412853,0.660221,0.436494,1.09912,2.26116,0.280859,2.76117,-0.328246,-0.141258,0.217352,0.798461,
1.225000,2.740735,11.262049,14.002784,1.40495,0.955026,1.71802,0.411204,0.659512,0.437568,1.10311,2.2703,0.264821,2.76857,-0.33131,-0.142519,0.212474,0.797549,
1.230000,2.740731,11.298548,14.039279,1.41633,0.95631,1.73188,0.40954,0.658796,0.438619,1.10709,2.27915,0.248639,2.77564,-0.334588,-0.143775,0.207602,0.796692,
1.235000,2.740727,11.336535,14.077262,1.42774,0.957513,1.74578,0.407858,0.658074,0.439644,1.11108,2.28769,0.232316,2.78239,-0.338088,-0.145038,0.202741,0.79589,
1.240000,2.740724,11.376013,14.116736,1.4392,0.958633,1.75971,0.406159,0.657346,0.440646,1.11505,2.29592,0.215857,2.78883,-0.341814,-0.146323,0.197895,0.795145,
1.245000,2.740720,11.416982,14.157702,1.4507,0.959671,1.77367,0.40444,0.656611,0.441623,1.11903,2.30384,0.199264,2.79496,-0.345773,-0.147643,0.19307,0.794455,
1.250000,2.740717,11.459443,14.200160,1.46224,0.960626,1.78766,0.402701,0.655869,0.442577,1.123,2.31142,0.182542,2.80078,-0.349969,-0.149014,0.188268,0.793821,
1.255000,2.740714,11.503400,14.244113,1.47382,0.961497,1.80168,0.400941,0.655121,0.443506,1.12697,2.31868,0.165695,2.80629,-0.354409,-0.15045,0.183496,0.793242,
1.260000,2.740711,11.548853,14.289564,1.48543,0.962283,1.81572,0.399157,0.654365,0.444412,1.13093,2.3256,0.148725,2.81152,-0.359096,-0.151965,0.178756,0.792718,
1.265000,2.740708,11.595805,14.336513,1.49707,0.962984,1.82979,0.39735,0.653601,0.445294,1.13489,2.33217,0.131638,2.81646,-0.364033,-0.153575,0.174055,0.792248,
1.270000,2.740705,11.644259,14.384964,1.50875,0.963599,1.84389,0.395517,0.652829,0.446152,1.13885,2.3384,0.114437,2.82111,-0.369225,-0.155294,0.169396,0.791831,
1.275000,2.740702,11.694216,14.434918,1.52046,0.964128,1.858,0.393657,0.652048,0.446988,1.14281,2.34427,0.0971257,2.8255,-0.374674,-0.157138,0.164784,0.791465,
1.280000,2.740700,11.745680,14.486380,1.53219,0.964571,1.87214,0.39177,0.651257,0.4478,1.14677,2.34978,0.0797085,2.82962,-0.380382,-0.159121,0.160222,0.79115,
1.285000,2.740698,11.798653,14.539351,1.54396,0.964925,1.8863,0.389854,0.650457,0.44859,1.15072,2.35492,0.0621893,2.83349,-0.386351,-0.161259,0.155715,0.790884,
1.290000,2.740696,11.853139,14.593835,1.55574,0.965192,1.90047,0.387907,0.649645,0.449357,1.15468,2.35969,0.0445722,2.83711,-0.392582,-0.163567,0.151268,0.790664,
1.295000,2.740694,11.909141,14.649836,1.56755,0.965371,1.91467,0.385928,0.648821,0.450102,1.15863,2.36409,0.0268613,2.84049,-0.399075,-0.16606,0.146884,0.790489,
1.300000,2.740692,11.966664,14.707356,1.57938,0.965461,1.92888,0.383916,0.647984,0.450826,1.16258,2.36811,0.0090605,2.84365,-0.405831,-0.168752,0.142566,0.790357,
1.305000,2.740691,12.025709,14.766400,1.59123,0.965462,1.94311,0.381869,0.647133,0.451528,1.16653,2.37175,-0.00882595,2.84659,-0.412848,-0.171657,0.13832,0.790265,
1.310000,2.740690,12.086282,14.826972,1.6031,0.965373,1.95735,0.379787,0.646268,0.452209,1.17048,2.375,-0.026794,2.84932,-0.420126,-0.174791,0.134149,0.79021,
1.315000,2.740688,12.148387,14.889075,1.61498,0.965194,1.9716,0.377668,0.645386,0.45287,1.17443,2.37786,-0.0448395,2.85186,-0.427663,-0.178168,0.130056,0.79019,
1.320000,2.740687,12.212028,14.952715,1.62688,0.964924,1.98586,0.375511,0.644486,0.45351,1.17839,2.38033,-0.0629583,2.85421,-0.435456,-0.1818,0.126045,0.7902,
1.325000,2.740687,12.277209,15.017896,1.63879,0.964564,2.00014,0.373314,0.643568,0.45413,1.18234,2.3824,-0.0811464,2.85639,-0.443502,-0.185703,0.12212,0.790238,
1.330000,2.740686,12.343937,15.084623,1.6507,0.964113,2.01443,0.371076,0.642629,0.454731,1.18629,2.38408,-0.0993995,2.8584,-0.451797,-0.189888,0.118283,0.7903,
1.335000,2.740686,12.412214,15.152900,1.66263,0.96357,2.02872,0.368796,0.641669,0.455313,1.19024,2.38536,-0.117714,2.86027,-0.460339,-0.194369,0.11454,0.790381,
1.340000,2.740685,12.482048,15.222733,1.67456,0.962936,2.04303,0.366472,0.640685,0.455876,1.19419,2.38623,-0.136084,2.86199,-0.46912,-0.199158,0.110891,0.790479,
1.345000,2.740685,12.553442,15.294127,1.68649,0.962209,2.05734,0.364104,0.639677,0.456422,1.19814,2.38671,-0.154508,2.86359,-0.478137,-0.204267,0.107342,0.790587,
1.350000,2.740685,12.626403,15.367088,1.69842,0.961391,2.07167,0.361691,0.638643,0.45695,1.2021,2.38678,-0.17298,2.86507,-0.487384,-0.209706,0.103895,0.790702,
1.355000,2.740686,12.700936,15.441621,1.71036,0.96048,2.086,0.359231,0.63758,0.457461,1.20605,2.38644,-0.191497,2.86644,-0.496853,-0.215488,0.100552,0.790818,
1.360000,2.740686,12.777047,15.517733,1.72229,0.959476,2.10033,0.356722,0.636488,0.457955,1.21001,2.38571,-0.210054,2.86773,-0.506538,-0.221621,0.0973174,0.790931,
1.365000,2.740687,12.854742,15.595428,1.73422,0.958379,2.11467,0.354165,0.635364,0.458434,1.21396,2.38456,-0.228647,2.86893,-0.516432,-0.228116,0.0941933,0.791035,
1.370000,2.740687,12.934027,15.674715,1.74613,0.957189,2.12902,0.351558,0.634207,0.458897,1.21792,2.38301,-0.247272,2.87007,-0.526526,-0.234982,0.0911826,0.791123,
1.375000,2.740688,13.014909,15.755597,1.75805,0.955906,2.14337,0.3489,0.633014,0.459346,1.22187,2.38106,-0.265925,2.87114,-0.536811,-0.242226,0.088288,0.791191,
1.380000,2.740689,13.097394,15.838083,1.76995,0.95453,2.15773,0.34619,0.631784,0.45978,1.22583,2.3787,-0.284603,2.87217,-0.547279,-0.249856,0.085512,0.791231,
1.385000,2.740691,13.181488,15.922178,1.78183,0.95306,2.1721,0.343427,0.630515,0.460201,1.22978,2.37593,-0.3033,2.87317,-0.557921,-0.257879,0.0828572,0.791238,
1.390000,2.740692,13.267198,16.007890,1.7937,0.951497,2.18646,0.340611,0.629205,0.460609,1.23374,2.37277,-0.322012,2.87414,-0.568726,-0.266301,0.0803259,0.791205,
1.395000,2.740694,13.354531,16.095224,1.80556,0.94984,2.20084,0.33774,0.627852,0.461004,1.2377,2.3692,-0.340737,2.8751,-0.579683,-0.275127,0.0779205,0.791124,
1.400000,2.740695,13.443493,16.184188,1.8174,0.94809,2.21521,0.334814,0.626454,0.461388,1.24165,2.36523,-0.359468,2.87605,-0.590782,-0.28436,0.0756433,0.790989,
1.405000,2.740697,13.534092,16.274789,1.82921,0.946246,2.2296,0.331832,0.625009,0.461761,1.24561,2.36086,-0.378203,2.87702,-0.602012,-0.294006,0.0734965,0.790792,
1.410000,2.740699,13.626333,16.367032,1.84101,0.944308,2.24398,0.328794,0.623514,0.462123,1.24956,2.3561,-0.396938,2.878,-0.613361,-0.304065,0.071482,0.790525,
1.415000,2.740701,13.720226,16.460926,1.85277,0.942276,2.25838,0.325699,0.621968,0.462475,1.25351,2.35094,-0.415667,2.87901,-0.624816,-0.314539,0.0696019,0.790181,
1.420000,2.740703,13.815775,16.556478,1.86451,0.940151,2.27277,0.322546,0.620369,0.462819,1.25746,2.34539,-0.434387,2.88005,-0.636366,-0.325429,0.0678581,0.78975,
1.425000,2.740705,13.912988,16.653693,1.87623,0.937932,2.28718,0.319335,0.618714,0.463154,1.26141,2.33945,-0.453094,2.88114,-0.647999,-0.336734,0.0662524,0.789226,
1.430000,2.740708,14.011872,16.752580,1.88791,0.93562,2.30159,0.316066,0.617001,0.463481,1.26535,2.33312,-0.471784,2.88228,-0.659699,-0.348453,0.0647863,0.788598,
1.435000,2.740710,14.112434,16.853144,1.89956,0.933214,2.316,0.312738,0.615229,0.463802,1.26929,2.3264,-0.490451,2.88349,-0.671456,-0.360583,0.0634614,0.787859,
